name,price,reviews,reviewScore,copiesSold,publishers,avg_publisher_copies,year,season,years_since_release,popularity,Action,Adventure,Casual,Early Access,Free to Play,Indie,Massively Multiplayer,RPG,Racing,Simulation,Sports,Strategy
Patrick's Parabox,19.99,3073,99,100453,Patrick Traynor,100453.0,2022,Spring,2,1,0,0,1,0,0,1,0,0,0,0,0,1
Electrician Simulator,17.99,1693,82,174314,"Gaming Factory, Ultimate Games S.A.",243673.0,2022,Fall,2,2,0,1,1,0,0,1,0,0,0,1,0,0
Farm Manager 2021,19.99,1962,79,141196,"PlayWay S.A., Sim Farm S.A.",158329.0,2021,Spring,3,1,0,0,1,0,0,1,0,0,0,1,0,1
Dig or Die,11.99,4045,91,235434,Gaddy Games,182414.0,2018,Summer,6,2,1,0,0,0,0,1,0,1,0,0,0,1
Sid Meier's Civilization IV: Colonization,19.99,1168,87,151501,2K,1044324.4615384615,2008,Fall,16,1,0,0,0,0,0,0,0,0,0,0,0,1
Mr.Mine,0.0,15486,92,718674,Playsaurus,2431712.0,2020,Fall,4,4,0,1,1,0,1,1,0,1,0,1,0,1
The Greatest Penguin Heist of All Time,14.99,2108,89,143726,"That Fish, That Other Fish",143726.0,2021,Summer,3,1,1,1,0,1,0,1,0,0,0,0,0,0
Everything,14.99,3509,83,207053,"David OReilly, PLAYISM (Japan)",207053.0,2017,Spring,7,2,0,0,1,0,0,1,0,1,0,1,0,0
The Room Three,5.99,10663,96,540212,Fireproof Games,649540.5,2018,Fall,6,3,0,1,0,0,0,1,0,0,0,0,0,0
Cozy Grove,14.99,6979,90,178474,Spry Fox LLC,178474.0,2021,Spring,3,2,0,0,1,0,0,1,0,0,0,0,0,0
LUFTRAUSERS,9.99,4270,91,338642,Devolver Digital,766832.0655737704,2014,Spring,10,3,1,0,0,0,0,1,0,0,0,1,0,0
Monaco: What's Yours Is Mine,14.99,8425,91,325800,Humble Games,559759.7,2013,Spring,11,3,1,1,1,0,0,1,0,0,0,0,0,1
Wargame: European Escalation,9.99,3176,78,372151,Eugen Systems,431216.5,2012,Winter,12,3,0,0,0,0,0,1,0,0,0,1,0,1
The Cosmic Wheel Sisterhood,17.99,3109,95,101501,Devolver Digital,766832.0655737704,2023,Summer,1,1,0,1,0,0,0,1,0,0,0,0,0,0
iRacing,9.99,3352,87,172120,"iRacing.com Motorsport Simulations, iRacing",172120.0,2015,Winter,9,2,0,0,0,0,0,0,1,0,1,1,1,0
Samorost 3,19.99,4301,94,190302,Amanita Design,259962.2857142857,2016,Spring,8,2,0,1,1,0,0,1,0,0,0,0,0,0
INMOST,14.99,5317,92,162715,Chucklefish,916218.3333333334,2020,Summer,4,2,0,1,0,0,0,1,0,0,0,0,0,0
Surgeon Simulator 2,19.99,1304,70,163434,tinyBuild,502019.1621621622,2021,Fall,3,2,1,0,1,0,0,1,0,0,0,1,0,0
Tick Tock: A Tale for Two,5.99,9637,87,418406,Other Tales Interactive,418406.0,2019,Spring,5,3,0,1,1,0,0,1,0,0,0,0,0,0
Botanicula,14.99,5637,96,336768,Amanita Design,259962.2857142857,2012,Spring,12,3,0,1,1,0,0,1,0,0,0,0,0,0
8-Bit Armies,14.99,2302,82,149026,Petroglyph,149026.0,2016,Spring,8,1,0,0,0,0,0,1,0,0,0,1,0,1
Blitzkrieg 3,9.99,7103,55,117231,Nival,109114.5,2017,Summer,7,1,0,0,0,0,0,0,0,0,0,0,0,1
Paper Dolls 2 纸人贰,19.99,2379,85,131381,"Beijing Litchi Culture Media Co., Ltd.",131381.0,2020,Summer,4,1,1,1,0,0,0,1,0,0,0,0,0,0
Roguebook,24.99,3110,85,102812,Nacon,267172.9166666667,2021,Summer,3,1,0,1,0,0,0,1,0,1,0,0,0,1
100% Orange Juice,6.99,24688,93,633837,Fruitbat Factory,633837.0,2014,Spring,10,3,0,0,0,0,0,1,0,0,0,0,0,1
Eleven Table Tennis,29.99,3077,95,180674,For Fun Labs,180674.0,2016,Fall,8,2,0,0,1,0,0,0,0,0,0,1,1,0
Immortal Life,16.99,3067,82,118316,2P Games,176288.0,2024,Winter,0,1,1,1,1,0,0,0,0,1,0,1,0,0
Neighbours from Hell Compilation,0.0,2723,98,270812,HandyGames,220845.33333333334,2013,Fall,11,2,0,1,1,0,0,0,0,0,0,0,0,0
Rusty's Retirement,6.99,6743,97,239169,Mister Morris Games,239169.0,2024,Spring,0,2,0,0,1,0,0,1,0,0,0,1,0,1
Eldest Souls,19.99,2979,74,154796,"United Label, CI Games",249101.0,2021,Summer,3,1,1,1,0,0,0,1,0,1,0,0,0,0
The Cave,14.99,2647,87,221053,Double Fine Productions,297488.6,2013,Winter,11,2,0,1,0,0,0,0,0,0,0,0,0,0
Weird RPG,10.99,3693,94,199407,INDIECN,143857.0,2022,Fall,2,2,1,1,0,0,0,0,0,1,0,0,0,0
The Sexy Brutale,19.99,3416,93,118382,Tequila Works,118382.0,2017,Spring,7,1,0,1,0,0,0,1,0,0,0,0,0,0
Blood™ Fresh Supply,9.99,6063,96,221622,Atari,713978.4,2019,Spring,5,2,1,0,0,0,0,0,0,0,0,0,0,0
Shelter 2,24.99,4063,85,274167,Might and Delight,274935.3333333333,2015,Spring,9,2,0,1,1,0,0,1,0,0,0,0,0,0
Before Your Eyes,9.99,12683,98,259596,Skybound Games,769440.4285714285,2021,Spring,3,2,0,1,0,0,0,1,0,0,0,0,0,0
DISSIDIA FINAL FANTASY NT Free Edition,0.0,3443,44,426790,Square Enix,733116.220338983,2019,Spring,5,3,1,0,0,0,1,0,0,0,0,0,0,0
Urbek City Builder,18.99,1253,92,115672,RockGame S.A.,311084.6666666667,2022,Summer,2,1,0,0,0,0,0,1,0,0,0,1,0,1
Maximum Action,19.99,3347,90,127046,Balloon Moose Games,127046.0,2018,Fall,6,1,1,0,0,1,0,1,0,0,0,0,0,0
CardLife: Creative Survival,14.99,2704,63,111908,Freejam,4815749.5,2019,Winter,5,1,1,1,0,0,0,1,1,1,0,0,0,0
Gladiator Guild Manager,14.99,2764,83,188904,"GrabTheGames, Gamera Games, UpgradePoint",133656.0,2024,Summer,0,2,0,0,0,0,0,1,0,0,0,1,0,1
Do Not Feed the Monkeys,15.99,9181,94,281480,Alawar,388694.1666666667,2018,Fall,6,2,0,0,0,0,0,1,0,0,0,1,0,1
Card Shark,19.99,2330,92,123653,Devolver Digital,766832.0655737704,2022,Summer,2,1,0,1,0,0,0,1,0,0,0,1,0,0
Agarest: Generations of War,14.99,1824,72,200928,Ghostlight LTD,200928.0,2013,Fall,11,2,0,1,0,0,0,0,0,1,0,0,0,1
Take On Mars,9.99,1953,55,107517,Bohemia Interactive,711980.5,2017,Winter,7,1,0,0,0,0,0,0,0,0,0,1,0,0
CastleMiner Z,5.99,10125,80,511638,DigitalDNA Games LLC,511638.0,2014,Winter,10,3,1,1,0,0,0,1,0,0,0,0,0,0
Gal*Gun: Double Peace,29.99,2015,87,102385,PQube,135333.0,2016,Fall,8,1,1,1,0,0,0,0,0,0,0,0,0,0
Call of Juarez,9.99,3116,81,332456,Techland Publishing,516790.3333333333,2007,Fall,17,3,1,0,0,0,0,0,0,0,0,0,0,0
I Am Future: Cozy Apocalypse Survival,14.99,2069,90,112838,tinyBuild,502019.1621621622,2023,Summer,1,1,0,1,0,1,0,0,0,0,0,1,0,1
Roadwarden,10.99,2983,96,187221,Assemble Entertainment,294982.6666666667,2022,Fall,2,2,0,1,0,0,0,1,0,1,0,0,0,0
Epistory - Typing Chronicles,14.99,6251,95,220936,"Fishing Cactus, PID Games",220936.0,2016,Spring,8,2,1,1,0,0,0,1,0,0,0,0,0,0
Deep Sky Derelicts,19.99,2461,75,139536,Fulqrum Publishing,379829.0,2018,Fall,6,1,0,0,0,0,0,1,0,1,0,0,0,1
God Of Weapons,5.99,3493,86,265392,Archmage Games Studio,265392.0,2023,Fall,1,2,1,0,1,0,0,1,0,1,0,0,0,0
Battle Realms: Zen Edition,9.99,3043,88,145291,Ed Del Castillo,145291.0,2019,Winter,5,1,1,0,0,1,0,0,0,0,0,0,0,1
MX vs. ATV Reflex,19.99,3444,87,171667,THQ Nordic,419189.89130434784,2010,Fall,14,2,0,0,0,0,0,0,0,0,1,0,0,0
Stories: The Path of Destinies,14.99,6344,88,205402,Spearhead Games,205402.0,2016,Spring,8,2,1,1,0,0,0,1,0,1,0,0,0,0
Secret Pie,5.99,2144,87,321601,Momentum Games,391876.0,2021,Fall,3,3,0,1,1,0,0,1,0,0,0,1,0,0
Alina of the Arena,14.99,3251,91,124218,"PINIX, IndieArk",124218.0,2022,Fall,2,1,0,0,0,0,0,1,0,0,0,0,0,1
Pogostuck: Rage With Your Friends,6.99,5548,84,254248,Hendrik Felix Pohl,254248.0,2019,Winter,5,2,1,1,1,0,0,1,0,0,0,0,0,0
Ys I & II Chronicles+,14.99,2318,89,206094,XSEED Games,215399.33333333334,2013,Winter,11,2,1,1,0,0,0,0,0,1,0,0,0,0
eden*,19.99,3513,97,187299,MangaGamer,213764.0,2015,Winter,9,2,0,1,0,0,0,0,0,0,0,0,0,0
Might & Magic X - Legacy,29.99,3108,66,118985,Ubisoft,914871.4875,2014,Winter,10,1,0,0,0,0,0,0,0,1,0,0,0,0
Tacoma,19.99,4224,86,130164,Fullbright,297094.5,2017,Summer,7,1,0,1,0,0,0,1,0,0,0,0,0,0
DEEEER Simulator: Your Average Everyday Deer Game,14.99,3325,92,153929,PLAYISM,246361.08333333334,2021,Fall,3,1,1,0,1,0,0,1,0,0,0,1,0,0
Duke Nukem 3D: 20th Anniversary World Tour,19.99,4558,84,218388,Gearbox Publishing,826114.0,2016,Fall,8,2,1,1,0,0,0,0,0,0,0,0,0,0
My Dream Setup,5.99,3022,90,287413,Campfire Studio,287413.0,2023,Winter,1,2,0,0,1,0,0,1,0,0,0,1,0,0
Portal Dungeon,14.99,1036,88,120223,"DuskDogStudio, IndieArk",120223.0,2023,Summer,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Bio Inc. Redemption,12.99,1919,90,161774,DryGin Studios,161774.0,2018,Spring,6,2,0,0,0,0,0,1,0,0,0,1,0,1
NEOVERSE,19.99,3670,84,152708,Tinogames Inc.,152708.0,2020,Winter,4,1,1,1,1,0,0,1,0,1,0,0,0,1
Astral Party ,0.0,10551,51,490262,Neverland Entertainment,490262.0,2024,Winter,0,3,0,0,1,0,0,1,0,1,0,0,0,1
Silence,19.99,2354,84,102192,Daedalic Entertainment,358465.77142857143,2016,Fall,8,1,0,1,0,0,0,1,0,0,0,0,0,0
SKYHILL,9.99,4474,77,326590,Daedalic Entertainment,358465.77142857143,2015,Fall,9,3,0,1,0,0,0,1,0,0,0,1,0,0
Placid Plastic Duck Simulator,1.99,12787,98,838789,turbolento games,838789.0,2022,Summer,2,4,0,0,1,0,0,0,0,0,0,1,0,0
Shantae and the Pirate's Curse,19.99,2579,93,118711,WayForward,142006.0,2015,Spring,9,1,1,1,0,0,0,1,0,1,0,0,0,0
Call of Duty® (2003),19.99,5800,95,114013,Activision,921898.9310344828,2006,Fall,18,1,1,0,0,0,0,0,0,0,0,0,0,0
Ghost Exile,14.99,2640,88,143685,LostOneTeam,143685.0,2022,Winter,2,1,1,0,0,1,0,1,0,0,0,0,0,0
Thomas Was Alone,9.99,8967,94,337788,Bithell Games,337788.0,2012,Fall,12,3,0,0,0,0,0,1,0,0,0,0,0,0
Scythe: Digital Edition,19.99,3291,90,127604,The Knights of Unity,415367.5,2018,Fall,6,1,0,0,0,0,0,0,0,0,0,0,0,1
Dominion,0.0,1512,88,517594,Temple Gates Games,517594.0,2024,Winter,0,3,0,0,0,0,0,0,0,0,0,0,0,1
Rock of Ages 2: Bigger & Boulder™,14.99,3074,85,149556,SEGA,613598.4303797468,2017,Summer,7,1,1,0,0,0,0,1,0,0,1,0,0,1
Thief Simulator VR,19.99,1071,69,129639,"PlayWay S.A., GameBoom VR",129639.0,2020,Fall,4,1,1,0,0,0,0,1,0,0,0,1,0,0
Ambrosia,14.99,2258,93,143330,Kagura Games,342484.375,2021,Winter,3,1,0,0,0,0,0,1,0,1,0,0,0,0
Paradise Killer,19.99,3294,93,114507,"Fellow Traveller, Leoful",114507.0,2020,Fall,4,1,0,1,0,0,0,1,0,1,0,0,0,0
WRC 9 FIA World Rally Championship,29.99,936,76,119373,Nacon,267172.9166666667,2021,Fall,3,1,0,0,0,0,0,0,0,0,1,1,1,0
Tom Clancy’s Rainbow Six® Extraction,39.99,2208,67,128372,Ubisoft,914871.4875,2023,Summer,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Binary Domain,14.99,7132,85,219915,SEGA,613598.4303797468,2012,Spring,12,2,1,0,0,0,0,0,0,0,0,0,0,0
Planescape: Torment: Enhanced Edition,19.99,4168,95,144510,Beamdog,484816.0,2017,Spring,7,1,0,1,0,0,0,0,0,1,0,0,0,0
Super Hexagon,2.99,23886,97,1048933,Terry Cavanagh,796569.0,2012,Fall,12,4,1,0,0,0,0,1,0,0,0,0,0,0
The Pedestrian,19.99,3933,97,117571,Skookum Arts,117571.0,2020,Winter,4,1,0,1,0,0,0,1,0,0,0,0,0,0
Atomicrops,14.99,4477,92,250073,Raw Fury,606066.2666666667,2020,Fall,4,2,1,0,0,0,0,1,0,0,0,0,0,0
I Am Fish,19.99,2072,73,123451,Curve Games,1381695.9285714286,2021,Fall,3,1,0,1,0,0,0,0,0,0,0,1,0,0
Pony Island,4.99,14876,95,599589,Daniel Mullins Games,361557.0,2016,Winter,8,3,0,0,0,0,0,1,0,0,0,0,0,0
Assassin’s Creed® Liberation HD,19.99,2623,53,190325,Ubisoft,914871.4875,2014,Winter,10,2,1,1,0,0,0,0,0,0,0,0,0,0
Juno: New Origins,19.99,2533,91,104449,"Jundroo, LLC",326852.5,2023,Winter,1,1,0,0,0,0,0,1,0,0,0,1,0,0
The House of Da Vinci,19.99,5211,88,177327,Blue Brain Games,177327.0,2017,Fall,7,2,0,1,0,0,0,1,0,0,0,0,0,1
Kinetic Void,19.99,1547,18,133617,Badland Studio,133617.0,2014,Fall,10,1,1,0,0,0,0,1,0,0,0,1,0,0
FAR: Changing Tides,19.99,3523,93,146245,Frontier Foundry,273914.25,2022,Spring,2,1,1,1,0,0,0,1,0,0,0,0,0,0
Bounty Train,9.99,1542,70,148431,Daedalic Entertainment,358465.77142857143,2017,Spring,7,1,0,0,0,0,0,1,0,0,0,1,0,1
Edge of Space,14.99,2709,34,201815,Reverb Triple XP,155501.0,2015,Fall,9,2,1,1,0,0,0,1,0,1,0,0,0,0
"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",12.99,9277,95,291480,SEGA,613598.4303797468,2014,Spring,10,3,0,0,0,0,0,0,0,0,0,0,0,1
Return to Castle Wolfenstein,4.99,7437,93,291934,Bethesda Softworks,1513561.1956521738,2007,Summer,17,3,1,0,0,0,0,0,0,0,0,0,0,0
Heroes of the Three Kingdoms 7,6.99,2517,82,260568,"USERJOY Technology Co.,Ltd.",259123.5,2020,Fall,4,2,0,0,0,0,0,0,0,1,0,1,0,1
PAC-MAN™ Championship Edition DX+,9.99,7498,96,356727,BANDAI NAMCO Entertainment,548805.9117647059,2013,Fall,11,3,1,0,0,0,0,0,0,0,0,0,0,0
Record of Lodoss War-Deedlit in Wonder Labyrinth-,19.99,5928,94,135778,"WSS playground, PLAYISM",210855.0,2021,Spring,3,1,1,0,0,0,0,1,0,0,0,0,0,0
Sakura Dungeon,19.99,1841,91,110349,Winged Cloud,401689.8,2016,Summer,8,1,0,1,0,0,0,1,0,1,0,0,0,0
Manhunt,9.99,4683,69,282988,Rockstar Games,1577840.2307692308,2008,Winter,16,2,1,0,0,0,0,0,0,0,0,0,0,0
STRIDER™ / ストライダー飛竜®,14.99,3621,82,198981,Capcom,836097.8095238095,2014,Winter,10,2,1,1,0,0,0,0,0,0,0,0,0,0
ZOMBI,19.99,2493,65,128691,Ubisoft,914871.4875,2015,Summer,9,1,1,1,0,0,0,0,0,0,0,0,0,0
Eastern Exorcist,17.99,6266,85,132965,bilibili,448176.8,2021,Summer,3,1,1,1,0,0,0,0,0,1,0,0,0,0
DG2: Defense Grid 2,14.99,2919,86,158302,"Hidden Path Entertainment, 505 Games",158302.0,2014,Fall,10,1,0,0,0,0,0,1,0,0,0,0,0,1
River City Ransom: Underground,19.99,2378,76,105044,Conatus Creative Inc.,105044.0,2017,Winter,7,1,1,0,0,0,0,1,0,1,0,0,0,0
MASSIVE CHALICE,19.99,1808,72,145332,Double Fine Productions,297488.6,2015,Summer,9,1,0,0,0,0,0,1,0,0,0,0,0,1
Of Orcs And Men,14.99,1843,74,133007,"Cyanide Studio, Nacon",450380.0,2012,Fall,12,1,1,0,0,0,0,0,0,1,0,0,0,0
Dungeon Munchies,19.99,6278,97,104178,maJAJa,104178.0,2022,Summer,2,1,1,1,0,0,0,1,0,1,0,0,0,0
Sundered®: Eldritch Edition,19.99,4541,83,167452,Thunder Lotus Games,500623.3333333333,2017,Summer,7,2,1,1,0,0,0,1,0,0,0,0,0,0
ORION: Prelude,0.99,28534,75,2052356,DANKIE,1154351.0,2013,Spring,11,4,1,1,0,0,0,1,0,1,0,0,0,0
Out of Space,14.99,2426,79,154759,Behold Studios,167805.5,2020,Winter,4,1,0,0,1,0,0,1,0,0,0,0,0,1
Drift Streets Japan,4.99,3448,64,297448,SA Industry,307608.3333333333,2015,Winter,9,3,1,0,0,0,0,1,1,0,1,1,1,0
Enforcer: Police Crime Action,19.99,2292,47,142565,Excalibur Publishing,183355.0,2014,Fall,10,1,1,1,0,0,0,0,0,0,0,1,0,0
WHAT THE GOLF?,19.99,3340,94,126190,Triband,126190.0,2020,Fall,4,1,1,1,1,0,0,1,0,0,0,1,0,0
Hover,19.99,2054,80,107744,Nacon,267172.9166666667,2017,Spring,7,1,1,1,0,0,0,0,0,0,0,0,0,0
RIDE,19.99,2245,79,101523,Milestone S.r.l.,250871.16666666666,2015,Spring,9,1,0,0,0,0,0,0,0,0,1,1,1,0
Lake,19.99,3553,86,109263,"Whitethorn Games, Gamious",109263.0,2021,Fall,3,1,0,1,0,0,0,1,0,0,0,0,0,0
Last Day of June,19.99,4106,87,121715,505 Games,625480.3181818182,2017,Summer,7,1,0,1,0,0,0,1,0,0,0,0,0,0
Jagged Alliance - Back in Action,19.99,1631,72,122818,THQ Nordic,419189.89130434784,2012,Winter,12,1,0,0,0,0,0,0,0,1,0,1,0,1
Treasure Hunter Claire,19.99,2135,90,143608,Kagura Games,342484.375,2018,Summer,6,1,0,1,0,0,0,1,0,1,0,0,0,0
Legends of Eisenwald,19.99,1724,76,119905,Aterdux Entertainment,119905.0,2015,Summer,9,1,0,1,0,0,0,1,0,1,0,0,0,1
Serious Sam: Siberian Mayhem,19.99,3664,93,110584,Devolver Digital,766832.0655737704,2022,Winter,2,1,1,1,0,0,0,0,0,0,0,0,0,0
Half-Life: Blue Shift,4.99,14859,92,591430,Valve,2727962.84,2001,Summer,23,3,1,0,0,0,0,0,0,0,0,0,0,0
Order of Battle: World War II,0.0,2842,78,284314,Slitherine Ltd.,260537.66666666666,2015,Spring,9,2,0,0,0,0,1,0,0,0,0,1,0,1
Animal Jam,0.0,3067,78,158046,"WildWorks, Inc.",158046.0,2018,Winter,6,1,0,1,0,1,1,0,1,0,0,1,0,0
Munchkin Digital,14.99,937,78,104471,Dire Wolf,292722.0,2023,Spring,1,1,1,1,1,0,0,0,0,1,0,0,0,1
Slapshot: Rebound,0.0,10385,84,924131,Oddshot Games,924131.0,2024,Spring,0,4,1,0,1,0,1,1,0,0,0,0,1,0
Monster Prom 3: Monster Roadtrip,11.99,2537,99,132929,Beautiful Glitch,170598.0,2022,Fall,2,1,0,0,1,0,0,1,0,0,0,1,0,1
ScourgeBringer,16.99,2483,88,123074,Dear Villagers,125429.0,2020,Fall,4,1,1,1,0,0,0,1,0,0,0,0,0,0
Krunker,0.0,23732,79,2583631,FRVR,2583631.0,2021,Winter,3,4,1,0,1,0,0,0,0,0,0,0,0,0
Apocalypse Party,9.99,3545,69,183677,"Breaker Games, Kepler Ghost",183677.0,2023,Fall,1,2,1,0,1,0,0,1,0,0,0,0,0,1
Castle of Illusion,14.99,3362,90,217041,SEGA,613598.4303797468,2013,Fall,11,2,0,1,1,0,0,0,0,0,0,0,0,0
Company of Heroes - Legacy Edition,36.99,6628,94,273823,SEGA,613598.4303797468,2009,Fall,15,2,1,0,0,0,0,0,0,0,0,0,0,1
Sakura Spirit,9.99,7031,78,369198,Winged Cloud,401689.8,2014,Summer,10,3,0,0,0,0,0,1,0,0,0,0,0,0
Flatout 3: Chaos & Destruction,9.99,3482,17,177309,Strategy First,345872.0,2011,Winter,13,2,0,0,0,0,0,0,0,0,1,0,0,0
Supremacy 1914: World War 1,0.0,3412,75,311013,Bytro Labs GmbH,357795.0,2019,Summer,5,3,0,0,0,0,1,0,1,0,0,1,0,1
Dreamscaper,24.99,2667,89,113851,"indie.io, Maple Whispering Limited",113851.0,2021,Summer,3,1,1,1,0,0,0,1,0,1,0,0,0,0
Rogue: Genesia,8.99,4932,93,261742,iolaCorp Studio,261742.0,2022,Fall,2,2,1,0,1,1,0,0,0,1,0,0,0,1
TOEM: A Photo Adventure,19.99,4724,99,130970,"Something We Made, popagenda",130970.0,2021,Fall,3,1,0,1,1,0,0,1,0,0,0,0,0,0
Dungeons of Dredmor,7.99,5133,94,450163,"Gaslamp Games, Inc.",450163.0,2011,Summer,13,3,0,0,1,0,0,1,0,1,0,0,0,0
Splitgate,0.0,111370,92,6611937,1047 Games,6611937.0,2019,Spring,5,4,1,0,0,0,1,1,0,0,0,0,0,0
The Four Kings Casino and Slots,0.0,3768,68,361627,Digital Leisure Inc.,298720.0,2015,Summer,9,3,0,0,1,0,1,0,1,0,0,1,0,0
Valley,14.99,6448,92,261968,Blue Isle Publishing,352329.6666666667,2016,Summer,8,2,1,1,0,0,0,1,0,0,0,0,0,0
Kindergarten,4.99,7622,96,353575,SmashGames,318255.0,2017,Summer,7,3,0,1,0,0,0,1,0,0,0,0,0,0
Enemy Front,19.99,5158,66,182154,CI Games,588348.6666666666,2014,Summer,10,2,1,0,0,0,0,0,0,0,0,0,0,0
Circle Empires,8.99,3468,89,289786,Iceberg Interactive,216459.77777777778,2018,Summer,6,3,0,0,1,0,0,1,0,0,0,0,0,1
Swords and Sandals Classic Collection,9.99,2166,93,162593,eGames.com,162593.0,2019,Spring,5,2,1,1,1,0,0,0,0,1,0,0,0,1
"Good Pizza, Great Pizza - Cooking Simulator Game",9.99,3850,91,177691,TapBlaze,177691.0,2023,Winter,1,2,0,0,1,0,0,1,0,0,0,1,0,0
Hooked on You: A Dead by Daylight Dating Sim™,9.99,5507,91,181468,Behaviour Interactive Inc.,181468.0,2022,Summer,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Broken Sword 5 - the Serpent's Curse,24.99,2438,89,130177,Revolution Software Ltd,130177.0,2013,Winter,11,1,0,1,0,0,0,0,0,0,0,0,0,0
Seek Girl:Fog Ⅰ,3.99,4509,85,503982,DSGame,348164.1818181818,2020,Summer,4,3,1,1,1,0,0,1,0,1,0,0,0,1
Among Us VR,9.99,2310,75,139191,Innersloth,7058637.0,2022,Fall,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Idle Skilling,0.0,2013,72,233549,Lavaflame2,970119.0,2022,Fall,2,2,0,0,1,0,1,1,0,0,0,1,0,0
Atom Zombie Smasher,9.99,1947,89,153601,Blendo Games,153601.0,2011,Spring,13,1,0,0,0,0,0,1,0,0,0,0,0,1
A Difficult Game About Climbing,9.99,3350,89,129325,Pontypants,129325.0,2024,Spring,0,1,1,0,0,0,0,1,0,0,0,0,0,0
FATE,7.99,3431,95,233528,WildTangent,233528.0,2013,Winter,11,2,1,1,0,0,0,0,0,1,0,0,0,0
Stronghold HD (2012),5.99,8943,96,607425,FireFly Studios,482738.25,2013,Fall,11,3,0,0,0,0,0,0,0,0,0,1,0,1
Holy Potatoes! A Weapon Shop?!,9.99,1971,72,171001,"Daedalic Entertainment, Daylight Studios",171001.0,2015,Summer,9,2,0,0,0,0,0,1,0,0,0,1,0,0
Ys: The Oath in Felghana,14.99,1709,94,173476,XSEED Games,215399.33333333334,2012,Spring,12,2,1,1,0,0,0,0,0,1,0,0,0,0
RollerCoaster Tycoon® 2: Triple Thrill Pack,9.99,4804,89,246088,Atari,713978.4,2014,Spring,10,2,0,0,0,0,0,0,0,0,0,1,0,1
Tempest: Pirate Action RPG,14.99,2417,70,185636,HeroCraft PC,367788.3333333333,2016,Summer,8,2,1,0,0,0,0,1,0,1,0,0,0,0
Oh Deer,9.99,978,87,145651,Cozy Cabin Studios,145651.0,2024,Summer,0,1,1,0,1,0,0,1,0,0,0,0,0,0
Neon Echo,14.99,3856,59,106273,Xinyuan Studio,106273.0,2023,Spring,1,1,1,1,0,1,0,1,0,1,0,0,0,0
Costume Quest,9.99,3685,93,324878,Double Fine Productions,297488.6,2011,Fall,13,3,0,1,1,0,0,0,0,1,0,0,0,0
Strike Suit Zero,19.99,1637,77,178501,Born Ready Games,178501.0,2013,Winter,11,2,1,0,0,0,0,1,0,0,0,1,0,0
Ikaruga,9.99,2085,95,175983,TREASURE,175983.0,2014,Winter,10,2,1,0,0,0,0,1,0,0,0,0,0,0
Space Pirates and Zombies,9.99,3010,91,319651,MinMax Games Ltd.,239017.5,2011,Summer,13,3,1,0,0,0,0,1,0,1,0,0,0,1
Her Story,9.99,8766,90,435844,Sam Barlow,435844.0,2015,Summer,9,3,0,1,1,0,0,1,0,0,0,1,0,0
Tomb Raider: Legend,6.99,4575,88,422041,Crystal Dynamics,294059.625,2007,Spring,17,3,1,1,0,0,0,0,0,0,0,0,0,0
Plebby Quest: The Crusades,19.99,2574,86,100366,NEOWIZ,548632.2857142857,2020,Spring,4,1,1,1,1,0,0,1,0,1,0,1,0,1
Last Evil,9.99,3259,94,146030,Critical Bliss,151035.2,2020,Summer,4,1,0,0,0,0,0,1,0,0,0,0,0,1
Marbles on Stream,0.0,1879,87,828848,Pixel by Pixel Studios Inc.,828848.0,2019,Fall,5,4,0,0,1,0,1,0,1,0,1,1,0,0
Euro Truck Simulator,4.99,6785,83,652490,SCS Software,5774093.0,2013,Spring,11,3,0,0,0,0,0,1,0,0,0,1,0,0
Happiness Double Room,12.99,2416,91,115752,"Alice Publication, Connection",115752.0,2022,Fall,2,1,0,1,1,0,0,1,0,1,0,1,0,1
Geometry Wars™ 3: Dimensions Evolved,14.99,1434,90,111707,"Sierra, Activision, Aspyr (Linux)",111707.0,2014,Fall,10,1,1,0,0,0,0,0,0,0,0,0,0,0
NEKOPARA Vol. 0,2.99,17037,94,944759,Sekai Project,388071.53846153844,2015,Summer,9,4,0,0,1,0,0,1,0,0,0,0,0,0
Shoppe Keep,4.99,2791,62,224145,Excalibur Publishing,183355.0,2016,Spring,8,2,0,1,0,0,0,1,0,1,0,1,0,0
ATOM RPG Trudograd,10.99,3305,89,173007,AtomTeam,235740.0,2021,Fall,3,2,0,0,0,0,0,0,0,1,0,0,0,0
Train Sim World® 2,19.99,7835,82,138146,Dovetail Games - TSW,218485.66666666666,2020,Summer,4,1,0,0,0,0,0,0,0,0,0,1,0,0
FORCED: Slightly Better Edition,14.99,2725,74,264901,BetaDwarf,1582671.5,2013,Fall,11,2,1,1,0,0,0,1,0,1,0,0,0,0
STAR WARS™ Jedi Knight II - Jedi Outcast™,9.99,4309,91,211860,"LucasArts, Lucasfilm, Disney",516863.875,2009,Fall,15,2,1,0,0,0,0,0,0,0,0,0,0,0
Pseudoregalia,5.99,9242,98,210233,rittzler,210233.0,2023,Summer,1,2,1,1,0,0,0,1,0,0,0,0,0,0
Dead Age,14.99,5278,82,200255,Headup,187723.33333333334,2016,Fall,8,2,1,1,1,0,0,1,0,1,0,1,0,1
